Loan Amount,Interest Rate,Income,Credit Score,Loan Term,Property Value,Debt-to-Income Ratio,Loan-to-Value,Income-to-Loan Ratio,Monthly Payment,Interest Burden,Credit Score Category,High Risk Flag,Employment Type,Loan Purpose,Marital Status,Dependents,Approved
199035.86,5.55,106113.79,613,10,265792.37,0.31,0.749,0.533,2165.12,0.245,Fair,0,Unemployed,Home Purchase,Single,2,0
167699.99,4.05,102422.19,592,12,283132.47,0.28,0.592,0.611,1472.1,0.172,Fair,0,Salaried,Home Purchase,Single,0,0
150799.66,3.69,59669.35,629,16,250085.03,0.35,0.603,0.396,1041.24,0.209,Fair,0,Salaried,Home Purchase,Married,1,1
147404.28,3.57,55543.62,533,16,365075.99,0.27,0.404,0.377,1009.19,0.218,Poor,0,Salaried,Home Purchase,Divorced,3,1
203092.78,5.35,111104.33,590,18,163302.51,0.29,1.244,0.547,1466.34,0.158,Fair,0,Retired,Home Purchase,Single,0,0
224164.23,4.84,72920.62,783,18,278988.22,0.36,0.803,0.325,1556.88,0.256,Very Good,0,Unemployed,Home Improvement,Married,1,1
226160.11,6,88786.64,692,10,312243.17,0.31,0.724,0.393,2510.84,0.339,Good,0,Unemployed,Other,Single,0,0
350000,4.16,66079.28,457,25,195133.6,0.5,1.794,0.189,1878.68,0.341,Poor,1,Self-employed,Home Purchase,Married,1,0
236411.02,3,75208.07,726,17,224639.92,0.48,1.052,0.318,1480.82,0.236,Good,0,Self-employed,Home Improvement,Single,0,0
255626.97,4.99,82400.27,660,24,198431.5,0.3,1.288,0.322,1524.26,0.222,Fair,0,Self-employed,Home Purchase,Married,0,0
200285.96,4.46,84051.23,612,20,175121.83,0.24,1.144,0.42,1262.53,0.18,Fair,0,Salaried,Home Improvement,Married,0,0
130463.66,4.48,77930.68,514,10,340930.52,0.3,0.383,0.597,1350.55,0.208,Poor,0,Salaried,Home Purchase,Single,0,1
178905.16,3.96,101967.6,605,15,357026.4,0.2,0.501,0.57,1320.08,0.155,Fair,0,Salaried,Home Purchase,Single,0,1
289505.35,4.19,100495.78,600,10,193387.62,0.25,1.497,0.347,2957.03,0.353,Fair,0,Salaried,Home Improvement,Single,0,0
158703.17,5.15,76191.56,634,10,224365.29,0.24,0.707,0.48,1694.88,0.267,Fair,0,Salaried,Home Purchase,Married,0,1
204144.47,5.07,72508.24,502,10,254696.12,0.4,0.802,0.355,2172.22,0.359,Poor,0,Salaried,Home Purchase,Married,0,0
202441.42,3.14,117698.89,662,10,287409.31,0.31,0.704,0.581,1968.12,0.201,Fair,0,Salaried,Refinancing,Single,2,0
277237.63,3.89,72009.45,713,29,245199.58,0.28,1.131,0.26,1329.89,0.222,Good,0,Salaried,Refinancing,Single,0,1
227278.79,6,78783.54,655,17,150000,0.22,1.515,0.347,1779.82,0.271,Fair,0,Salaried,Home Purchase,Single,0,1
230519.93,6,104706.96,763,16,178520.58,0.22,1.291,0.454,1870.53,0.214,Very Good,0,Self-employed,Home Purchase,Married,2,0
192713.53,4.6,87158.21,495,24,235580.65,0.1,0.818,0.452,1106.14,0.152,Poor,0,Salaried,Other,Married,0,1
100000,4.24,66316.45,820,23,361454.34,0.27,0.277,0.663,567.91,0.103,Excellent,0,Self-employed,Home Purchase,Married,0,1
180420.84,3,69461.08,740,10,150000,0.31,1.203,0.385,1742.16,0.301,Very Good,0,Self-employed,Refinancing,Married,1,0
198953.89,4.15,79864.39,671,15,197644.85,0.49,1.007,0.401,1486.47,0.223,Good,0,Salaried,Home Purchase,Married,2,0
208632.68,3.34,92897.7,637,16,210682.51,0.34,0.99,0.445,1403.97,0.181,Fair,0,Salaried,Home Purchase,Married,0,0
165969.26,3,68356.96,630,16,290625.8,0.32,0.571,0.412,1089.48,0.191,Fair,0,Salaried,Refinancing,Single,2,0
129640.85,3,78431.34,786,20,253709.98,0.44,0.511,0.605,718.99,0.11,Very Good,0,Self-employed,Home Purchase,Married,0,1
238365.97,5.07,77514.22,720,10,150000,0.28,1.589,0.325,2536.65,0.393,Good,0,Self-employed,Home Purchase,Married,3,0
184025.46,3,79388.39,643,13,252683.48,0.29,0.728,0.431,1426.05,0.216,Fair,0,Salaried,Home Purchase,Married,3,0
199585.79,3.36,48286.83,410,20,150000,0.26,1.331,0.242,1143.72,0.284,Poor,0,Salaried,Home Purchase,Married,2,0
113340.26,4.53,45600.9,629,22,274383.85,0.39,0.413,0.402,679.2,0.179,Fair,0,Salaried,Refinancing,Single,0,0
188031.01,6,72492.46,571,17,304206.05,0.42,0.618,0.386,1472.47,0.244,Poor,0,Retired,Home Purchase,Married,2,0
235824.84,4.19,40447.13,641,19,150000,0.28,1.572,0.172,1501.45,0.445,Fair,0,Salaried,Home Purchase,Divorced,2,1
215791.06,3.2,75276.58,674,14,217500.98,0.45,0.992,0.349,1595.46,0.254,Good,0,Self-employed,Home Purchase,Divorced,2,0
179472.41,6,86484.99,769,18,280136.05,0.35,0.641,0.482,1360.69,0.189,Very Good,0,Salaried,Home Improvement,Single,1,1
173105.62,4.89,92363.62,521,23,150000,0.29,1.154,0.534,1045.5,0.136,Poor,0,Salaried,Home Improvement,Married,1,0
190721.58,4.23,51950.97,566,21,307860.46,0.24,0.62,0.272,1143.48,0.264,Poor,0,Self-employed,Home Improvement,Single,1,0
218086.09,3.49,79670.36,738,18,295930.8,0.26,0.737,0.365,1361.47,0.205,Good,0,Self-employed,Home Improvement,Married,0,1
217608.14,5.89,74389.26,790,19,278153.73,0.2,0.782,0.342,1587.92,0.256,Very Good,0,Unemployed,Refinancing,Single,2,0
227925.08,6,81296.81,716,14,247131.78,0.22,0.922,0.357,2008.56,0.296,Good,0,Salaried,Home Improvement,Single,0,1
241072.03,6,68943.57,662,14,217914.29,0.3,1.106,0.286,2124.41,0.37,Fair,0,Self-employed,Home Purchase,Married,0,0
205680.19,3,62278.07,624,17,333275.8,0.31,0.617,0.303,1288.33,0.248,Fair,0,Salaried,Other,Single,2,1
286304.59,4.53,88347.79,661,10,231408.69,0.32,1.237,0.309,2971.8,0.404,Fair,0,Retired,Home Purchase,Single,1,1
233085.43,3.95,55788.03,768,18,249979.5,0.28,0.932,0.239,1509.75,0.325,Very Good,0,Self-employed,Home Improvement,Married,2,1
162825.82,3,93205.53,624,16,150000,0.24,1.086,0.572,1068.84,0.138,Fair,0,Salaried,Home Improvement,Married,2,0
216738.92,3,97990.85,726,11,296831.06,0.26,0.73,0.452,1929.79,0.236,Good,0,Salaried,Home Purchase,Married,2,1
226759.29,3.04,44907.31,660,19,247215,0.43,0.917,0.198,1310.43,0.35,Fair,0,Salaried,Home Purchase,Single,2,1
237991.99,6,75297.97,688,11,150000,0.33,1.587,0.316,2467.27,0.393,Good,0,Self-employed,Home Purchase,Married,1,1
178638.49,6,58845.97,716,20,240751.31,0.32,0.742,0.329,1279.82,0.261,Good,0,Salaried,Refinancing,Married,1,1
102366.91,3,60566.49,674,16,337846.32,0.27,0.303,0.592,671.97,0.133,Good,0,Salaried,Home Purchase,Single,1,0
272482.56,3,88993.69,645,18,271469.68,0.22,1.004,0.327,1634.14,0.22,Fair,0,Salaried,Home Purchase,Married,3,1
195060.17,4.83,86550.52,740,15,208032.27,0.33,0.938,0.444,1525.43,0.211,Very Good,0,Self-employed,Other,Married,1,0
100000,6,101283.94,605,19,194935.43,0.24,0.513,1.013,736.08,0.087,Fair,0,Salaried,Home Purchase,Married,1,1
186203.88,4.57,69045.13,662,23,263430.87,0.33,0.707,0.371,1091.27,0.19,Fair,0,Unemployed,Home Purchase,Divorced,2,0
237093.15,3,59109.35,693,15,321035.95,0.42,0.739,0.249,1637.32,0.332,Good,0,Unemployed,Home Purchase,Married,0,0
146494.79,3.73,83445.6,553,12,236703.21,0.12,0.619,0.57,1263.83,0.182,Poor,0,Salaried,Refinancing,Married,2,0
145830.32,3,88583.8,795,16,255548.07,0.24,0.571,0.607,957.28,0.13,Very Good,0,Retired,Other,Married,0,1
187518.74,5.87,68528.78,605,25,263248.51,0.39,0.712,0.365,1192.87,0.209,Fair,0,Retired,Home Purchase,Married,2,0
205297.88,4.83,59926.85,643,10,238427.09,0.21,0.861,0.292,2160.37,0.433,Fair,0,Self-employed,Refinancing,Married,0,0
170944.42,4.24,72256.68,494,21,289014.1,0.48,0.591,0.423,1025.81,0.17,Poor,0,Salaried,Refinancing,Married,2,1
181607.06,4.94,82847.37,749,10,219608.07,0.42,0.827,0.456,1920.53,0.278,Very Good,0,Salaried,Home Purchase,Single,0,1
240577.08,3,59215.2,830,13,400000,0.25,0.601,0.246,1864.28,0.378,Excellent,0,Salaried,Home Purchase,Married,0,1
200720.28,3.61,68524.54,518,30,256633.46,0.12,0.782,0.341,913.48,0.16,Poor,0,Salaried,Home Improvement,Married,1,1
125866.05,6,76943.56,555,19,182175.39,0.29,0.691,0.611,926.48,0.144,Poor,0,Self-employed,Home Improvement,Married,0,1
259349.76,3,47967.92,642,24,274775.16,0.15,0.944,0.185,1264.36,0.316,Fair,0,Self-employed,Home Purchase,Married,2,1
190761.16,5.8,62853.75,611,11,327119.86,0.23,0.583,0.329,1958.23,0.374,Fair,0,Salaried,Home Purchase,Married,2,1
154575.66,3.84,69887,613,18,357794.8,0.39,0.432,0.452,992.06,0.17,Fair,0,Salaried,Home Purchase,Single,1,1
190605.97,3,102295.83,465,15,186079.49,0.22,1.024,0.537,1316.29,0.154,Poor,0,Self-employed,Home Improvement,Married,0,0
133774.5,4.75,64748.04,603,30,211819.91,0.23,0.632,0.484,697.75,0.129,Fair,0,Self-employed,Home Purchase,Single,1,0
200482.03,6,40000,843,11,276001.3,0.32,0.726,0.2,2078.4,0.624,Excellent,0,Self-employed,Home Improvement,Married,1,1
227421.23,3.49,64378.44,609,12,390255.7,0.33,0.583,0.283,1935.08,0.361,Fair,0,Retired,Home Purchase,Married,0,0
171342.15,5.49,96783.42,824,13,378517.97,0.33,0.453,0.565,1539.19,0.191,Excellent,0,Salaried,Home Improvement,Single,0,1
184632.7,5.25,56281.82,566,17,180355.98,0.29,1.024,0.305,1370.11,0.292,Poor,0,Retired,Home Purchase,Single,0,1
170397.86,3.96,80728.58,718,10,193425.91,0.31,0.881,0.474,1722.22,0.256,Good,0,Salaried,Home Improvement,Married,1,1
236291.91,5.66,115409.33,524,14,300253.62,0.43,0.787,0.488,2039.33,0.212,Poor,0,Self-employed,Home Improvement,Married,1,0
187787.21,5.14,92073.91,662,10,324127.07,0.3,0.579,0.49,2004.71,0.261,Fair,0,Self-employed,Home Purchase,Single,2,0
170842.4,3,65870.61,678,18,235489.06,0.31,0.725,0.386,1024.58,0.187,Good,0,Salaried,Refinancing,Single,1,1
207235.14,3,45949.91,571,11,270847.39,0.28,0.765,0.222,1845.17,0.482,Poor,0,Self-employed,Home Purchase,Single,0,0
186076.76,4,40447.84,647,13,284847.12,0.12,0.653,0.217,1531.34,0.454,Fair,0,Salaried,Home Improvement,Single,2,0
193011.35,5.82,95232.22,514,11,299046.59,0.49,0.645,0.493,1983.04,0.25,Poor,0,Salaried,Home Purchase,Divorced,1,1
159764.12,3.86,67551.29,443,19,197201.1,0.33,0.81,0.423,989.49,0.176,Poor,0,Salaried,Home Purchase,Married,1,0
231051.21,6,72943.74,501,14,335793.69,0.48,0.688,0.316,2036.11,0.335,Poor,0,Salaried,Home Purchase,Married,1,0
179789.87,5.68,73715.52,637,23,304594.8,0.18,0.59,0.41,1168.45,0.19,Fair,0,Salaried,Home Purchase,Married,0,1
185239.56,3.47,40265.16,524,10,366884.27,0.29,0.505,0.217,1829.36,0.545,Poor,0,Self-employed,Home Improvement,Single,1,1
209357.42,3,117799.64,612,10,309878.24,0.4,0.676,0.563,2021.57,0.206,Fair,0,Self-employed,Home Purchase,Divorced,0,1
298076.56,4.13,40000,663,23,301961.79,0.29,0.987,0.134,1675.38,0.503,Fair,0,Salaried,Refinancing,Married,2,1
241731.21,4.58,40000,649,12,213189.14,0.18,1.134,0.165,2184.8,0.655,Fair,0,Self-employed,Home Purchase,Single,2,0
166454.11,4.75,85424.29,664,10,266968.5,0.37,0.623,0.513,1745.48,0.245,Fair,0,Self-employed,Home Purchase,Single,0,1
137310.74,4.93,78605.64,523,23,188212.7,0.41,0.73,0.572,832.66,0.127,Poor,0,Salaried,Home Purchase,Single,1,0
216168.69,3.31,58225.72,644,12,199601,0.16,1.083,0.269,1820.72,0.375,Fair,0,Unemployed,Home Purchase,Single,1,0
170693.29,5.99,72255.86,584,10,156780.17,0.3,1.089,0.423,1893.98,0.315,Fair,0,Self-employed,Other,Single,1,0
188497.19,3,76529.4,560,22,183671.63,0.39,1.026,0.406,976.22,0.153,Poor,0,Salaried,Refinancing,Married,0,0
190839.87,6,77121.5,638,10,266498.45,0.23,0.716,0.404,2118.71,0.33,Fair,0,Salaried,Other,Single,0,1
194445.46,3,113813.89,727,15,154023.83,0.2,1.262,0.585,1342.8,0.142,Good,0,Salaried,Refinancing,Married,0,1
189222.85,4.44,74876.29,532,14,150000,0.29,1.261,0.396,1514.81,0.243,Poor,0,Self-employed,Refinancing,Single,1,1
176089.54,5.27,63490.78,729,22,277614.71,0.3,0.634,0.361,1127.64,0.213,Good,0,Salaried,Home Purchase,Single,2,1
100000,4.95,84799.34,584,16,210911.43,0.15,0.474,0.848,755.29,0.107,Fair,0,Salaried,Refinancing,Married,3,1
209287.69,3,78586.18,632,21,209053.87,0.14,1.001,0.375,1120.41,0.171,Fair,0,Salaried,Home Purchase,Married,2,0
230952.67,3,98720.04,672,14,261529.74,0.28,0.883,0.427,1685.25,0.205,Good,0,Unemployed,Home Purchase,Married,1,1
152872.18,3,110549.78,710,13,400000,0.35,0.382,0.723,1184.64,0.129,Good,0,Salaried,Home Purchase,Married,1,1
236019.17,3,55486.6,662,12,246908.97,0.18,0.956,0.235,1953.74,0.423,Fair,0,Self-employed,Home Purchase,Married,0,0
215368.04,3,85820.39,635,10,282609.3,0.24,0.762,0.398,2079.61,0.291,Fair,0,Salaried,Home Improvement,Divorced,0,0
206057.5,6,70558.97,516,19,318183.19,0.22,0.648,0.342,1516.75,0.258,Poor,0,Salaried,Home Improvement,Married,1,1
209185.55,6,99589.33,644,17,337220.67,0.22,0.62,0.476,1638.13,0.197,Fair,0,Salaried,Home Purchase,Married,1,1
236985.06,4.94,83818.36,780,14,296901.78,0.19,0.798,0.354,1957.38,0.28,Very Good,0,Unemployed,Home Improvement,Married,2,0
227179.45,5.11,67763.35,653,20,395045.04,0.4,0.575,0.298,1513.65,0.268,Fair,0,Salaried,Home Purchase,Single,1,1
121051.31,5.32,83873.23,576,17,340787.97,0.42,0.355,0.693,903.09,0.129,Poor,0,Retired,Refinancing,Married,0,1
264762.19,3.92,47737.64,588,14,273613,0.2,0.968,0.18,2049.72,0.515,Fair,0,Retired,Home Improvement,Single,0,1
227735.34,3.39,115368.89,520,19,192855.29,0.16,1.181,0.507,1356.05,0.141,Poor,0,Retired,Home Improvement,Married,1,0
150350.08,3.98,65259.58,594,16,206816.92,0.37,0.727,0.434,1060.17,0.195,Fair,0,Self-employed,Home Purchase,Married,1,1
110585.77,3,49886.6,751,19,322632.81,0.29,0.343,0.451,636.91,0.153,Very Good,0,Salaried,Home Purchase,Married,2,1
139500.86,4.34,52052.62,681,11,253501.89,0.22,0.55,0.373,1330.93,0.307,Good,0,Salaried,Home Purchase,Married,0,1
262397.83,6,80265.34,461,16,250315.62,0.39,1.048,0.306,2129.2,0.318,Poor,0,Salaried,Home Purchase,Married,1,0
194415.44,4,76336.45,677,10,150000,0.25,1.296,0.393,1967.95,0.309,Good,0,Salaried,Refinancing,Divorced,0,1
239351.84,3.64,68551.38,709,15,182331.63,0.33,1.313,0.286,1727.75,0.302,Good,0,Salaried,Refinancing,Married,0,0
301440.05,5.14,76066.06,671,10,270574.12,0.41,1.114,0.252,3217.3,0.508,Good,0,Salaried,Home Purchase,Married,0,0
142280.6,3.39,96795.01,612,16,364991.59,0.42,0.39,0.68,960.88,0.119,Fair,0,Salaried,Home Purchase,Married,1,1
140297.99,3,94362.21,686,21,282873.75,0.31,0.496,0.673,751.08,0.096,Good,0,Self-employed,Home Purchase,Single,1,1
199136.84,3,88264.88,806,10,333863.04,0.45,0.596,0.443,1922.88,0.261,Excellent,0,Unemployed,Other,Single,1,0
214909.92,6,54858.41,602,23,350904.85,0.43,0.612,0.255,1437.42,0.314,Fair,0,Self-employed,Home Purchase,Married,3,0
238324.93,3.54,40000,691,15,265645.78,0.34,0.897,0.168,1708.27,0.512,Good,0,Unemployed,Home Improvement,Married,0,0
153573.3,3,80205.84,527,17,281980.93,0.2,0.545,0.522,961.94,0.144,Poor,0,Self-employed,Refinancing,Single,0,0
166824.2,5.28,78346.03,522,12,219933.54,0.19,0.759,0.47,1566.63,0.24,Poor,0,Salaried,Home Purchase,Married,1,0
269050.87,4.69,87554.49,613,25,291562.22,0.4,0.923,0.325,1523.99,0.209,Fair,0,Salaried,Home Purchase,Divorced,2,1
220258,3.2,93374.95,717,22,223191.77,0.2,0.987,0.424,1162.88,0.149,Good,0,Salaried,Home Purchase,Married,3,0
215715.06,5.03,85491.59,629,22,150000,0.27,1.438,0.396,1352.03,0.19,Fair,0,Salaried,Home Purchase,Married,3,1
177761.27,5.31,85691.61,781,15,287265.66,0.23,0.619,0.482,1434.68,0.201,Very Good,0,Salaried,Home Purchase,Single,0,1
265813.1,3,87815.53,670,14,376318.7,0.4,0.706,0.33,1939.63,0.265,Good,0,Retired,Home Purchase,Single,0,0
253072.85,5.72,92697.48,545,15,263806.95,0.28,0.959,0.366,2097.21,0.271,Poor,0,Salaried,Home Purchase,Single,0,0
198497.08,3.79,88508,610,13,175617.6,0.27,1.13,0.446,1613.23,0.219,Fair,0,Salaried,Home Purchase,Single,1,0
116768.07,3,77742.99,722,21,337216.4,0.32,0.346,0.666,625.11,0.096,Good,0,Salaried,Home Purchase,Single,2,1
246995.41,3,62543.2,688,10,315733.47,0.1,0.782,0.253,2385.01,0.458,Good,0,Retired,Refinancing,Divorced,3,1
226724.27,3.22,63368.04,720,10,246914.31,0.33,0.918,0.279,2212.77,0.419,Good,0,Self-employed,Home Purchase,Single,0,0
204548.8,4.64,111559.18,769,13,203145.18,0.18,1.007,0.545,1748.84,0.188,Very Good,0,Self-employed,Other,Married,0,1
258531.15,5.37,86787.12,807,14,345661.86,0.21,0.748,0.336,2192.35,0.303,Excellent,0,Unemployed,Home Improvement,Married,1,1
222759.91,3.87,92971.73,619,22,280980.96,0.38,0.793,0.417,1254.96,0.162,Fair,0,Unemployed,Home Purchase,Married,0,0
185089.13,3,66286.11,786,17,335499.35,0.36,0.552,0.358,1159.35,0.21,Very Good,0,Salaried,Refinancing,Married,1,0
250051.19,6,40000,515,17,286841.8,0.41,0.872,0.16,1958.15,0.587,Poor,0,Retired,Home Purchase,Married,1,1
211005.24,6,90579.75,774,10,207947.69,0.37,1.015,0.429,2342.59,0.31,Very Good,0,Salaried,Home Purchase,Single,2,1
246082.3,4.6,67482.39,619,15,287254.11,0.44,0.857,0.274,1894.56,0.337,Fair,0,Salaried,Home Improvement,Married,1,0
207054.92,3.55,88635.51,685,10,289861.95,0.15,0.714,0.428,2052.01,0.278,Good,0,Retired,Home Purchase,Married,2,0
228037.55,3.68,71469.64,747,14,227942.42,0.23,1,0.313,1739.43,0.292,Very Good,0,Self-employed,Home Purchase,Married,1,0
273918.05,3,77392.33,578,24,247227.29,0.27,1.108,0.283,1335.38,0.207,Poor,0,Salaried,Home Purchase,Married,0,0
269850.68,3.62,94408.51,747,14,275937.14,0.31,0.978,0.35,2050.42,0.261,Very Good,0,Salaried,Home Purchase,Single,2,1
173286.73,3,66792.02,651,20,400000,0.24,0.433,0.385,961.04,0.173,Fair,0,Retired,Home Improvement,Single,0,1
246420.2,4.63,71885.06,679,10,283460.55,0.34,0.869,0.292,2569.37,0.429,Good,0,Self-employed,Home Improvement,Married,3,1
169540.21,3.19,45962.44,514,15,177064.06,0.37,0.958,0.271,1186.69,0.31,Poor,0,Self-employed,Refinancing,Single,1,0
239743.44,6,91936.38,638,22,333855.31,0.36,0.718,0.383,1637.63,0.214,Fair,0,Self-employed,Home Purchase,Married,2,0
193371.78,6,40000,716,17,201844.42,0.31,0.958,0.207,1514.3,0.454,Good,0,Self-employed,Home Purchase,Divorced,0,0
124580.61,3,56281.61,657,10,207788.13,0.2,0.6,0.452,1202.96,0.256,Fair,0,Self-employed,Home Purchase,Single,2,1
214477.87,3.34,67800.97,697,10,191231.2,0.4,1.122,0.316,2104.78,0.373,Good,0,Retired,Home Purchase,Single,0,1
252529.53,4.7,40000,801,11,197861.21,0.45,1.276,0.158,2453.41,0.736,Excellent,0,Retired,Refinancing,Single,0,0
230155.31,4.77,47491.41,741,10,228356.09,0.43,1.008,0.206,2414.98,0.61,Very Good,0,Salaried,Home Purchase,Married,1,0
156841.17,5.42,99181.39,666,13,223147.93,0.35,0.703,0.632,1402.63,0.17,Fair,0,Retired,Home Purchase,Married,2,0
213468.33,4.15,74396.53,571,10,328315.01,0.42,0.65,0.349,2176.36,0.351,Poor,0,Salaried,Home Improvement,Married,0,1
193357.56,3,64070.15,799,10,263694.83,0.12,0.733,0.331,1867.07,0.35,Very Good,0,Unemployed,Home Purchase,Single,0,1
240587.37,3.66,44408.36,736,15,316440.47,0.46,0.76,0.185,1739.05,0.47,Good,0,Retired,Refinancing,Married,0,1
251708.19,3.71,81659.42,625,16,188358.9,0.33,1.336,0.324,1740.48,0.256,Fair,0,Unemployed,Refinancing,Married,2,1
135255.59,4.5,98374.76,596,21,290828.55,0.29,0.465,0.727,830.27,0.101,Fair,0,Salaried,Home Improvement,Single,2,1
204899.74,5.61,55302.73,673,11,359173.71,0.27,0.57,0.27,2083.38,0.452,Good,0,Salaried,Home Purchase,Married,3,1
154903.58,5.73,48734.77,600,19,251824.37,0.34,0.615,0.315,1116.94,0.275,Fair,0,Retired,Refinancing,Single,1,0
209929.13,5,40000,724,10,195455.18,0.2,1.074,0.191,2226.61,0.668,Good,0,Salaried,Home Purchase,Single,0,1
130666.56,3.92,101024.02,545,20,318211.61,0.25,0.411,0.773,786.16,0.093,Poor,0,Salaried,Home Purchase,Married,1,1
196938.63,4.51,90449.72,662,10,279861.67,0.4,0.704,0.459,2041.85,0.271,Fair,0,Self-employed,Refinancing,Married,3,0
214169.1,3.23,117177.19,539,11,341544.9,0.1,0.627,0.547,1929.93,0.198,Poor,0,Unemployed,Home Purchase,Married,0,1
100000,5.99,84659.11,527,13,270666.52,0.26,0.369,0.847,924.12,0.131,Poor,0,Salaried,Home Improvement,Single,2,0
186597.36,3.66,69462.45,669,15,248876.85,0.41,0.75,0.372,1348.57,0.233,Fair,0,Salaried,Home Purchase,Married,2,1
125147.47,4.19,79758.62,734,16,324612.92,0.36,0.386,0.637,895.63,0.135,Good,0,Self-employed,Home Purchase,Single,0,1
241503.58,3,83432.84,747,10,153560.85,0.39,1.573,0.345,2331.98,0.335,Very Good,0,Unemployed,Home Purchase,Single,0,1
102881.88,3.93,53572.2,536,13,276940.3,0.37,0.371,0.521,843.44,0.189,Poor,0,Salaried,Home Purchase,Single,0,0
182328.05,5.86,54254.31,581,21,181806.14,0.36,1.003,0.298,1259.06,0.278,Fair,0,Salaried,Home Purchase,Single,0,1
265698.64,4.17,55279.99,657,17,203419.93,0.33,1.306,0.208,1820.1,0.395,Fair,0,Unemployed,Home Improvement,Married,1,0
147670.94,3.55,75174.8,700,10,278463.96,0.3,0.53,0.509,1463.52,0.234,Good,0,Unemployed,Home Improvement,Single,0,1
163298.44,6,50703.74,632,10,268748.14,0.29,0.608,0.31,1812.95,0.429,Fair,0,Retired,Home Purchase,Single,0,1
196244.91,3,102166.34,741,19,166743.55,0.27,1.177,0.521,1130.26,0.133,Very Good,0,Self-employed,Home Purchase,Married,1,1
202653.62,3,105427.31,725,10,223750.33,0.37,0.906,0.52,1956.84,0.223,Good,0,Salaried,Home Purchase,Married,1,0
100000,3,59415.3,604,15,293312.93,0.37,0.341,0.594,690.58,0.139,Fair,0,Salaried,Home Improvement,Divorced,2,1
186907.69,6,76667.6,688,14,231366.98,0.37,0.808,0.41,1647.1,0.258,Good,0,Salaried,Home Improvement,Married,1,0
234681.79,3,94255.52,724,19,190357.67,0.21,1.233,0.402,1351.63,0.172,Good,0,Self-employed,Home Purchase,Married,0,0
307565.72,4.03,83825.42,643,18,150000,0.26,2.05,0.273,2003.9,0.287,Fair,0,Self-employed,Home Improvement,Married,0,0
161906.53,3.57,76800.96,772,18,285357.59,0.28,0.567,0.474,1017.02,0.159,Very Good,0,Salaried,Home Purchase,Married,0,0
185189.03,4.3,88226.28,719,10,400000,0.26,0.463,0.476,1901.4,0.259,Good,0,Salaried,Home Purchase,Married,2,1
220317.94,6,92200.35,735,18,157723.99,0.37,1.397,0.418,1670.37,0.217,Good,0,Unemployed,Home Improvement,Married,0,1
159242.55,3.65,85091.17,584,16,227507.28,0.19,0.7,0.534,1096.36,0.155,Fair,0,Unemployed,Home Purchase,Married,0,0
274089.86,3.71,65467.63,647,13,332488.02,0.41,0.824,0.239,2217.11,0.406,Fair,0,Unemployed,Home Purchase,Single,1,1
198212.63,3,90267.97,711,19,277685.64,0.31,0.714,0.455,1141.59,0.152,Good,0,Self-employed,Refinancing,Married,0,1
211014.95,4.97,85025.93,624,10,258879.07,0.3,0.815,0.403,2234.77,0.315,Fair,0,Self-employed,Home Improvement,Married,0,0
226820.07,4.19,78471.84,581,19,203141.26,0.23,1.117,0.346,1444.08,0.221,Fair,0,Salaried,Home Improvement,Married,1,0
114442.32,4.35,46272.7,671,14,231257.64,0.26,0.495,0.404,910.69,0.236,Good,0,Self-employed,Home Purchase,Married,1,0
213744.58,6,80540.56,582,16,150000,0.3,1.425,0.377,1734.4,0.258,Fair,0,Salaried,Home Purchase,Married,1,0
168459.64,4.65,69442.27,778,10,252202.96,0.32,0.668,0.412,1757.8,0.304,Very Good,0,Salaried,Home Purchase,Married,0,0
156458.36,3,68398.52,669,19,265664.88,0.34,0.589,0.437,901.11,0.158,Fair,0,Self-employed,Refinancing,Divorced,0,1
222956.98,3.14,43443.85,715,23,280038.45,0.25,0.796,0.195,1135.85,0.314,Good,0,Salaried,Home Improvement,Married,1,0
256457.55,6,78199.7,527,11,286772.21,0.22,0.894,0.305,2658.7,0.408,Poor,0,Salaried,Home Improvement,Single,1,1
199952.76,5.61,73519.99,662,16,169909.22,0.34,1.177,0.368,1579.83,0.258,Fair,0,Salaried,Home Purchase,Married,0,1
276820.65,3.34,72541.64,443,17,291120.89,0.5,0.951,0.262,1780.87,0.295,Poor,1,Self-employed,Home Purchase,Married,2,0
188229.85,3,55130.34,690,10,179518.66,0.22,1.049,0.293,1817.56,0.396,Good,0,Salaried,Home Improvement,Divorced,2,1
113894.85,3,87383.08,597,17,197529.61,0.29,0.577,0.767,713.41,0.098,Fair,0,Self-employed,Home Improvement,Single,0,0
141739.8,5.25,60442.03,457,28,150000,0.31,0.945,0.426,805.95,0.16,Poor,0,Salaried,Home Purchase,Single,0,0
276280.65,3.85,76460.91,613,16,150000,0.34,1.842,0.277,1929.04,0.303,Fair,0,Salaried,Home Purchase,Divorced,0,0
289109.85,3.38,65629.73,675,11,253098.06,0.21,1.142,0.227,2625.24,0.48,Good,0,Self-employed,Home Purchase,Married,2,1
218147.36,4.51,84340.31,710,10,150000,0.4,1.454,0.387,2262.15,0.322,Good,0,Salaried,Home Improvement,Divorced,0,0
169163.08,5.41,83203.57,533,15,195690.51,0.5,0.864,0.492,1374.06,0.198,Poor,0,Self-employed,Home Purchase,Single,0,0
184671.82,3,98476.46,626,10,150000,0.29,1.231,0.533,1783.2,0.217,Fair,0,Unemployed,Refinancing,Married,1,1
